k,m,h(m)
113,72,3.34485e-45
113,73,1.95116e-46
113,74,9.83779e-48
113,75,4.16856e-49
113,76,1.42515e-50
113,77,3.68573e-52
113,78,6.40996e-54
113,79,5.62277e-56
114,1,0.40625
114,2,0.163776
114,3,0.0655105
114,4,0.0259962
114,5,0.0102326
114,6,0.00399453
114,7,0.00154627
114,8,0.000593433
114,9,0.000225762
114,10,8.51235e-05
114,11,3.18044e-05
114,12,1.17729e-05
114,13,4.31673e-06
114,14,1.56753e-06
114,15,5.63605e-07
114,16,2.00605e-07
114,17,7.06678e-08
114,18,2.46328e-08
114,19,8.49406e-09
114,20,2.89682e-09
114,21,9.76834e-10
114,22,3.25611e-10
114,23,1.0726e-10
114,24,3.49072e-11
114,25,1.12202e-11
114,26,3.56089e-12
114,27,1.11546e-12
114,28,3.44778e-13
114,29,1.05115e-13
114,30,3.15991e-14
114,31,9.36269e-15
114,32,2.73321e-15
114,33,7.85797e-16
114,34,2.22396e-16
114,35,6.19329e-17
114,36,1.69625e-17
114,37,4.56683e-18
114,38,1.208e-18
114,39,3.13766e-19
114,40,7.99797e-20
114,41,1.99949e-20
114,42,4.89942e-21
114,43,1.17586e-21
114,44,2.76209e-22
114,45,6.34534e-23
114,46,1.42446e-23
114,47,3.12211e-24
114,48,6.67486e-25
114,49,1.3906e-25
114,50,2.82009e-26
114,51,5.56074e-27
114,52,1.06482e-27
114,53,1.97753e-28
114,54,3.5567e-29
114,55,6.18557e-30
114,56,1.03845e-30
114,57,1.67985e-31
114,58,2.6131e-32
114,59,3.90015e-33
114,60,5.57165e-34
114,61,7.5977e-35
114,62,9.85961e-36
114,63,1.21349e-36
114,64,1.41104e-37
114,65,1.54332e-38
114,66,1.57978e-39
114,67,1.50455e-40
114,68,1.324e-41
114,69,1.06774e-42
114,70,7.81276e-44
114,71,5.12312e-45
114,72,2.96379e-46
114,73,1.4819e-47
114,74,6.22645e-49
114,75,2.11066e-50
114,76,5.41195e-52
114,77,9.33095e-54
114,78,8.11387e-56
115,1,0.401042
115,2,0.159577
115,3,0.0629908
115,4,0.0246631
115,5,0.00957662
115,6,0.00368726
115,7,0.0014075
115,8,0.000532568
115,9,0.000199713
115,10,7.42103e-05
115,11,2.73192e-05
115,12,9.96168e-06
115,13,3.59727e-06
115,14,1.28618e-06
115,15,4.5522e-07
115,16,1.59456e-07
115,17,5.52658e-08
115,18,1.89483e-08
115,19,6.42499e-09
115,20,2.15404e-09
115,21,7.1384e-10
115,22,2.33772e-10
115,23,7.56322e-11
115,24,2.41665e-11
115,25,7.62395e-12
115,26,2.37393e-12
115,27,7.29339e-13
115,28,2.21012e-13
115,29,6.6034e-14
115,30,1.94456e-14
115,31,5.64162e-15
115,32,1.61189e-15
115,33,4.53345e-16
115,34,1.25454e-16
115,35,3.41425e-17
115,36,9.13367e-18
115,37,2.40051e-18
115,38,6.19488e-19
115,39,1.56883e-19
115,40,3.89645e-20
115,41,9.48477e-21
115,42,2.26127e-21
115,43,5.2763e-22
115,44,1.20399e-22
115,45,2.68457e-23
115,46,5.84395e-24
115,47,1.24084e-24
115,48,2.56725e-25
115,49,5.17016e-26
115,50,1.01234e-26
115,51,1.92487e-27
115,52,3.54941e-28
115,53,6.33823e-29
115,54,1.09437e-29
115,55,1.82395e-30
115,56,2.92897e-31
115,57,4.52268e-32
115,58,6.70026e-33
115,59,9.50037e-34
115,60,1.28576e-34
115,61,1.65591e-35
115,62,2.02248e-36
115,63,2.33364e-37
115,64,2.53263e-38
115,65,2.5722e-39
115,66,2.43043e-40
115,67,2.1218e-41
115,68,1.69744e-42
115,69,1.23201e-43
115,70,8.01309e-45
115,71,4.59768e-46
115,72,2.27984e-47
115,73,9.49933e-49
115,74,3.19305e-50
115,75,8.11793e-52
115,76,1.38768e-53
115,77,1.19628e-55
116,1,0.395833
116,2,0.155432
116,3,0.0605366
116,4,0.0233819
116,5,0.00895476
116,6,0.00339994
116,7,0.00127955
116,8,0.000477236
116,9,0.00017637
116,10,6.45726e-05
116,11,2.34164e-05
116,12,8.40921e-06
116,13,2.98994e-06
116,14,1.05233e-06
116,15,3.66541e-07
116,16,1.26322e-07
116,17,4.30643e-08
116,18,1.45188e-08
116,19,4.83961e-09
116,20,1.59455e-09
116,21,5.19156e-10
116,22,1.6698e-10
116,23,5.30408e-11
116,24,1.66341e-11
116,25,5.14864e-12
116,26,1.57234e-12
116,27,4.73597e-13
116,28,1.40644e-13
116,29,4.1164e-14
116,30,1.18694e-14
116,31,3.37032e-15
116,32,9.42015e-16
116,33,2.59054e-16
116,34,7.00587e-17
116,35,1.86232e-17
116,36,4.86338e-18
116,37,1.24702e-18
116,38,3.13766e-19
116,39,7.74229e-20
116,40,1.87232e-20
116,41,4.43444e-21
116,42,1.02785e-21
116,43,2.32979e-22
116,44,5.15994e-23
116,45,1.11566e-23
116,46,2.35276e-24
116,47,4.83444e-25
116,48,9.66888e-26
116,49,1.88006e-26
116,50,3.54976e-27
116,51,6.49957e-28
116,52,1.15241e-28
116,53,1.97555e-29
116,54,3.2689e-30
116,55,5.21129e-31
116,56,7.98811e-32
116,57,1.17472e-32
116,58,1.65331e-33
116,59,2.22087e-34
116,60,2.8387e-35
116,61,3.44085e-36
116,62,3.9399e-37
116,63,4.24297e-38
116,64,4.27587e-39
116,65,4.00862e-40
116,66,3.47204e-41
116,67,2.75558e-42
116,68,1.98402e-43
116,69,1.28001e-44
116,70,7.28463e-46
116,71,3.5826e-47
116,72,1.48042e-48
116,73,4.93472e-50
116,74,1.24405e-51
116,75,2.10855e-53
116,76,1.80218e-55
117,1,0.390625
117,2,0.151342
117,3,0.058147
117,4,0.0221513
117,5,0.00836563
117,6,0.00313152
117,7,0.00116169
117,8,0.000427001
117,9,0.000155484
117,10,5.60762e-05
117,11,2.00272e-05
117,12,7.08144e-06
117,13,2.47851e-06
117,14,8.58477e-07
117,15,2.94197e-07
117,16,9.97278e-08
117,17,3.34315e-08
117,18,1.10801e-08
117,19,3.6297e-09
117,20,1.17493e-09
117,21,3.75705e-10
117,22,1.18644e-10
117,23,3.69889e-11
117,24,1.13812e-11
117,25,3.45501e-12
117,26,1.03443e-12
117,27,3.05345e-13
117,28,8.88277e-14
117,29,2.54567e-14
117,30,7.1841e-15
117,31,1.99558e-15
117,32,5.45377e-16
117,33,1.4657e-16
117,34,3.87166e-17
117,35,1.00467e-17
117,36,2.55967e-18
117,37,6.39918e-19
117,38,1.56883e-19
117,39,3.76927e-20
117,40,8.86888e-21
117,41,2.04218e-21
117,42,4.59828e-22
117,43,1.01162e-22
117,44,2.17261e-23
117,45,4.55073e-24
117,46,9.28721e-25
117,47,1.84472e-25
117,48,3.56222e-26
117,49,6.67916e-27
117,50,1.21439e-27
117,51,2.13801e-28
117,52,3.63917e-29
117,53,5.97864e-30
117,54,9.4626e-31
117,55,1.43996e-31
117,56,2.10213e-32
117,57,2.9368e-33
117,58,3.91574e-34
117,59,4.96773e-35
117,60,5.97621e-36
117,61,6.79115e-37
117,62,7.25772e-38
117,63,7.25772e-39
117,64,6.75137e-40
117,65,5.80196e-41
117,66,4.56847e-42
117,67,3.26319e-43
117,68,2.08844e-44
117,69,1.17896e-45
117,70,5.75102e-47
117,71,2.35698e-48
117,72,7.79166e-50
117,73,1.94791e-51
117,74,3.27381e-53
117,75,2.77441e-55
118,1,0.385417
118,2,0.147306
118,3,0.0558212
118,4,0.0209699
118,5,0.00780792
118,6,0.002881
118,7,0.00105327
118,8,0.000381454
118,9,0.000136826
118,10,4.85994e-05
118,11,1.70899e-05
118,12,5.94841e-06
118,13,2.0489e-06
118,14,6.98228e-07
118,15,2.35358e-07
118,16,7.84525e-08
118,17,2.58537e-08
118,18,8.42091e-09
118,19,2.71018e-09
118,20,8.61618e-10
118,21,2.70508e-10
118,22,8.38416e-11
118,23,2.56457e-11
118,24,7.73923e-12
118,25,2.30334e-12
118,26,6.75831e-13
118,27,1.95421e-13
118,28,5.56653e-14
118,29,1.56135e-14
118,30,4.31046e-15
118,31,1.17074e-15
118,32,3.12683e-16
118,33,8.20792e-17
118,34,2.11651e-17
118,35,5.35825e-18
118,36,1.33103e-18
118,37,3.24225e-19
118,38,7.73957e-20
118,39,1.80925e-20
118,40,4.13881e-21
118,41,9.25786e-22
118,42,2.02324e-22
118,43,4.31625e-23
118,44,8.98011e-24
118,45,1.82029e-24
118,46,3.59105e-25
118,47,6.88695e-26
118,48,1.2824e-26
118,49,2.31544e-27
118,50,4.04797e-28
118,51,6.84165e-29
118,52,1.11601e-29
118,53,1.75374e-30
118,54,2.64953e-31
118,55,3.8399e-32
118,56,5.3254e-33
118,57,7.04833e-34
118,58,8.87567e-35
118,59,1.05978e-35
118,60,1.19524e-36
118,61,1.26768e-37
118,62,1.258e-38
118,63,1.16123e-39
118,64,9.902e-41
118,65,7.73594e-42
118,66,5.48216e-43
118,67,3.48074e-44
118,68,1.94921e-45
118,69,9.43168e-47
118,70,3.83402e-48
118,71,1.25705e-49
118,72,3.11666e-51
118,73,5.19444e-53
118,74,4.36507e-55
119,1,0.380208
119,2,0.143325
119,3,0.0535581
119,4,0.0198363
119,5,0.00728036
119,6,0.0026474
119,7,0.000953635
119,8,0.000340216
119,9,0.000120185
119,10,4.20319e-05
119,11,1.45495e-05
119,12,4.98381e-06
119,13,1.68896e-06
119,14,5.66131e-07
119,15,1.8765e-07
119,16,6.14898e-08
119,17,1.99143e-08
119,18,6.37258e-09
119,19,2.01432e-09
119,20,6.28748e-10
119,21,1.93742e-10
119,22,5.89157e-11
119,23,1.76747e-11
119,24,5.22921e-12
119,25,1.52519e-12
119,26,4.38377e-13
119,27,1.24119e-13
119,28,3.46028e-14
119,29,9.49467e-15
119,30,2.56298e-15
119,31,6.80296e-16
119,32,1.77469e-16
119,33,4.54763e-17
119,34,1.14406e-17
119,35,2.82394e-18
119,36,6.83502e-19
119,37,1.62113e-19
119,38,3.7652e-20
119,39,8.55727e-21
119,40,1.90161e-21
119,41,4.12851e-22
119,42,8.74915e-23
119,43,1.80816e-23
119,44,3.64059e-24
119,45,7.13358e-25
119,46,1.35878e-25
119,47,2.51281e-26
119,48,4.50572e-27
119,49,7.82244e-28
119,50,1.31286e-28
119,51,2.12646e-29
119,52,3.31788e-30
119,53,4.97682e-31
119,54,7.16089e-32
119,55,9.85919e-33
119,56,1.29537e-33
119,57,1.61921e-34
119,58,1.91906e-35
119,59,2.14821e-36
119,60,2.26127e-37
119,61,2.22701e-38
119,62,2.04001e-39
119,63,1.72616e-40
119,64,1.33811e-41
119,65,9.40858e-43
119,66,5.92666e-44
119,67,3.29259e-45
119,68,1.58044e-46
119,69,6.37276e-48
119,70,2.07244e-49
119,71,5.09617e-51
119,72,8.42341e-53
119,73,7.01951e-55
120,1,0.375
120,2,0.139398
120,3,0.0513571
120,4,0.0187494
120,5,0.00678171
120,6,0.00242981
120,7,0.00086219
120,8,0.000302932
120,9,0.000105368
120,10,3.62741e-05
120,11,1.23571e-05
120,12,4.16455e-06
120,13,1.38818e-06
120,14,4.57558e-07
120,15,1.49092e-07
120,16,4.80126e-08
120,17,1.52767e-08
120,18,4.80126e-09
120,19,1.49005e-09
120,20,4.56488e-10
120,21,1.38008e-10
120,22,4.11603e-11
120,23,1.2106e-11
120,24,3.51002e-12
120,25,1.00286e-12
120,26,2.82242e-13
120,27,7.82118e-14
120,28,2.13305e-14
120,29,5.72281e-15
120,30,1.5097e-15
120,31,3.91403e-16
120,32,9.96742e-17
120,33,2.49185e-17
120,34,6.1121e-18
120,35,1.47e-18
120,36,3.46433e-19
120,37,7.9946e-20
120,38,1.80523e-20
120,39,3.98558e-21
120,40,8.59634e-22
120,41,1.80976e-22
120,42,3.71539e-23
120,43,7.43079e-24
120,44,1.44626e-24
120,45,2.73617e-25
120,46,5.02562e-26
120,47,8.94973e-27
120,48,1.54306e-27
120,49,2.57176e-28
120,50,4.1364e-29
120,51,6.4085e-30
120,52,9.54458e-31
120,53,1.36351e-31
120,54,1.86379e-32
120,55,2.43103e-33
120,56,3.01661e-34
120,57,3.54895e-35
120,58,3.94328e-36
120,59,4.11985e-37
120,60,4.02692e-38
120,61,3.66084e-39
120,62,3.07398e-40
120,63,2.3646e-41
120,64,1.64972e-42
120,65,1.03108e-43
120,66,5.6831e-45
120,67,2.70624e-46
120,68,1.0825e-47
120,69,3.49192e-49
120,70,8.51688e-51
120,71,1.39621e-52
120,72,1.15389e-54
121,1,0.369792
121,2,0.135526
121,3,0.0492172
121,4,0.0177078
121,5,0.00631076
121,6,0.00222733
121,7,0.000778366
121,8,0.000269273
121,9,9.21966e-05
121,10,3.1236e-05
121,11,1.04692e-05
121,12,3.47046e-06
121,13,1.13754e-06
121,14,3.68588e-07
121,15,1.18031e-07
121,16,3.73431e-08
121,17,1.16697e-08
121,18,3.60095e-09
121,19,1.09684e-09
121,20,3.29686e-10
121,21,9.77557e-11
121,22,2.85835e-11
121,23,8.23879e-12
121,24,2.34001e-12
121,25,6.54646e-13
121,26,1.80322e-13
121,27,4.88824e-14
121,28,1.30353e-14
121,29,3.41779e-15
121,30,8.80658e-16
121,31,2.22883e-16
121,32,5.53745e-17
121,33,1.34975e-17
121,34,3.22583e-18
121,35,7.55415e-19
121,36,1.73216e-19
121,37,3.88626e-20
121,38,8.52471e-21
121,39,1.82672e-21
121,40,3.8206e-22
121,41,7.79201e-23
121,42,1.54808e-23
121,43,2.99296e-24
121,44,5.62435e-25
121,45,1.02606e-25
121,46,1.81481e-26
121,47,3.10754e-27
121,48,5.14352e-28
121,49,8.21535e-29
121,50,1.2639e-29
121,51,1.86915e-30
121,52,2.65127e-31
121,53,3.59816e-32
121,54,4.65948e-33
121,55,5.73994e-34
121,56,6.70358e-35
121,57,7.39366e-36
121,58,7.66749e-37
121,59,7.43861e-38
121,60,6.71153e-39
121,61,5.59294e-40
121,62,4.26942e-41
121,63,2.95575e-42
121,64,1.83303e-43
121,65,1.00244e-44
121,66,4.73592e-46
121,67,1.87933e-47
121,68,6.01386e-49
121,69,1.45497e-50
121,70,2.3658e-52
121,71,1.93918e-54
122,1,0.364583
122,2,0.131708
122,3,0.0471376
122,4,0.0167102
122,5,0.00586634
122,6,0.0020391
122,7,0.000701626
122,8,0.000238932
122,9,8.05097e-05
122,10,2.68366e-05
122,11,8.84722e-06
122,12,2.8839e-06
122,13,9.29257e-07
122,14,2.95909e-07
122,15,9.30949e-08
122,16,2.89278e-08
122,17,8.87557e-09
122,18,2.68803e-09
122,19,8.03319e-10
122,20,2.36817e-10
122,21,6.88421e-11
122,22,1.97267e-11
122,23,5.56988e-12
122,24,1.54902e-12
122,25,4.24137e-13
122,26,1.14288e-13
122,27,3.02933e-14
122,28,7.89462e-15
122,29,2.02179e-15
122,30,5.08549e-16
122,31,1.25568e-16
122,32,3.0417e-17
122,33,7.22404e-18
122,34,1.68107e-18
122,35,3.83028e-19
122,36,8.53883e-20
122,37,1.86103e-20
122,38,3.96219e-21
122,39,8.23312e-22
122,40,1.66815e-22
122,41,3.2924e-23
122,42,6.32315e-24
122,43,1.18032e-24
122,44,2.13884e-25
122,45,3.75741e-26
122,46,6.39016e-27
122,47,1.05044e-27
122,48,1.66621e-28
122,49,2.5456e-29
122,50,3.73829e-30
122,51,5.2652e-31
122,52,7.09495e-32
122,53,9.12208e-33
122,54,1.11565e-33
122,55,1.29351e-34
122,56,1.41625e-35
122,57,1.4579e-36
122,58,1.40391e-37
122,59,1.25723e-38
122,60,1.03981e-39
122,61,7.87738e-41
122,62,5.41194e-42
122,63,3.33043e-43
122,64,1.80721e-44
122,65,8.47129e-46
122,66,3.33515e-47
122,67,1.05878e-48
122,68,2.54107e-50
122,69,4.0985e-52
122,70,3.33211e-54
123,1,0.359375
123,2,0.127945
123,3,0.0451175
123,4,0.0157553
123,5,0.00544731
123,6,0.00186432
123,7,0.000631463
123,8,0.000211626
123,9,7.01585e-05
123,10,2.30028e-05
123,11,7.45695e-06
123,12,2.38952e-06
123,13,7.56681e-07
123,14,2.36727e-07
123,15,7.3146e-08
123,16,2.23157e-08
123,17,6.72008e-09
123,18,1.99682e-09
123,19,5.85276e-10
123,20,1.69155e-10
123,21,4.81894e-11
123,22,1.35269e-11
123,23,3.73978e-12
123,24,1.01793e-12
123,25,2.72659e-13
123,26,7.18384e-14
123,27,1.86087e-14
123,28,4.73677e-15
123,29,1.18419e-15
123,30,2.90599e-16
123,31,6.99591e-17
123,32,1.65121e-17
123,33,3.81842e-18
123,34,8.64548e-19
123,35,1.91514e-19
123,36,4.14743e-20
123,37,8.77341e-21
123,38,1.81129e-21
123,39,3.64609e-22
123,40,7.1492e-23
123,41,1.36399e-23
123,42,2.52926e-24
123,43,4.55266e-25
123,44,7.94425e-26
123,45,1.34193e-26
123,46,2.19091e-27
123,47,3.45144e-28
123,48,5.23666e-29
123,49,7.6368e-30
123,50,1.06808e-30
123,51,1.42913e-31
123,52,1.82442e-32
123,53,2.21536e-33
123,54,2.55006e-34
123,55,2.7718e-35
123,56,2.8325e-36
123,57,2.70754e-37
123,58,2.4067e-38
123,59,1.97565e-39
123,60,1.48545e-40
123,61,1.01281e-41
123,62,6.18508e-43
123,63,3.33043e-44
123,64,1.54904e-45
123,65,6.05092e-47
123,66,1.9058e-48
123,67,4.53762e-50
123,68,7.2602e-52
123,69,5.855e-54
124,1,0.354167
124,2,0.124236
124,3,0.0431558
124,4,0.014842
124,5,0.00505258
124,6,0.00170221
124,7,0.000567402
124,8,0.000187089
124,9,6.10074e-05
124,10,1.9669e-05
124,11,6.26816e-06
124,12,1.97395e-06
124,13,6.14118e-07
124,14,1.88695e-07
124,15,5.72447e-08
124,16,1.71411e-08
124,17,5.0644e-09
124,18,1.47591e-09
124,19,4.24113e-10
124,20,1.20124e-10
124,21,3.35231e-11
124,22,9.21395e-12
124,23,2.49319e-12
124,24,6.63866e-13
124,25,1.7387e-13
124,26,4.47688e-14
124,27,1.13271e-14
124,28,2.8146e-15
124,29,6.86488e-16
124,30,1.64252e-16
124,31,3.85282e-17
124,32,8.85431e-18
124,33,1.99222e-18
124,34,4.38539e-19
124,35,9.43691e-20
124,36,1.98355e-20
124,37,4.06883e-21
124,38,8.13766e-22
124,39,1.58526e-22
124,40,3.00474e-23
124,41,5.53504e-24
124,42,9.8971e-25
124,43,1.7155e-25
124,44,2.87835e-26
124,45,4.6676e-27
124,46,7.30304e-28
124,47,1.10046e-28
124,48,1.59377e-29
124,49,2.21357e-30
124,50,2.9411e-31
124,51,3.72816e-32
124,52,4.49494e-33
124,53,5.13707e-34
124,54,5.5436e-35
124,55,5.62395e-36
124,56,5.33659e-37
124,57,4.70876e-38
124,58,3.83677e-39
124,59,2.86326e-40
124,60,1.93754e-41
124,61,1.17427e-42
124,62,6.27472e-44
124,63,2.89602e-45
124,64,1.12249e-46
124,65,3.50778e-48
124,66,8.28609e-50
124,67,1.31525e-51
124,68,1.0522e-53
125,1,0.348958
125,2,0.120582
125,3,0.0412519
125,4,0.0139689
125,5,0.00468107
125,6,0.00155201
125,7,0.000508993
125,8,0.000165079
125,9,5.29329e-05
125,10,1.67765e-05
125,11,5.25419e-06
125,12,1.62561e-06
125,13,4.96713e-07
125,14,1.49846e-07
125,15,4.46172e-08
125,16,1.31079e-08
125,17,3.7983e-09
125,18,1.08523e-09
125,19,3.05611e-10
125,20,8.47937e-11
125,21,2.31704e-11
125,22,6.23297e-12
125,23,1.6499e-12
125,24,4.2956e-13
125,25,1.09947e-13
125,26,2.76513e-14
125,27,6.82955e-15
125,28,1.65565e-15
125,29,3.93721e-16
125,30,9.17878e-17
125,31,2.09639e-17
125,32,4.68757e-18
125,33,1.02541e-18
125,34,2.19269e-19
125,35,4.57968e-20
125,36,9.33437e-21
125,37,1.85491e-21
125,38,3.59014e-22
125,39,6.76066e-23
125,40,1.23725e-23
125,41,2.19774e-24
125,42,3.78418e-25
125,43,6.30697e-26
125,44,1.01589e-26
125,45,1.57875e-27
125,46,2.36275e-28
125,47,3.39847e-29
125,48,4.68755e-30
125,49,6.18496e-31
125,50,7.78527e-32
125,51,9.32039e-33
125,52,1.05763e-33
125,53,1.13318e-34
125,54,1.14133e-35
125,55,1.07517e-36
125,56,9.41752e-38
125,57,7.61711e-39
125,58,5.6423e-40
125,59,3.78961e-41
125,60,2.27946e-42
125,61,1.20881e-43
125,62,5.53651e-45
125,63,2.12943e-46
125,64,6.60288e-48
125,65,1.54755e-49
125,66,2.43709e-51
125,67,1.9342e-53
126,1,0.34375
126,2,0.116983
126,3,0.0394048
126,4,0.0131349
126,5,0.00433173
126,6,0.00141303
126,7,0.000455815
126,8,0.000145368
126,9,4.58225e-05
126,10,1.42726e-05
126,11,4.39156e-06
126,12,1.33445e-06
126,13,4.00336e-07
126,14,1.18535e-07
126,15,3.46283e-08
126,16,9.97763e-09
126,17,2.83455e-09
126,18,7.93675e-10
126,19,2.18945e-10
126,20,5.94821e-11
126,21,1.5908e-11
126,22,4.18632e-12
126,23,1.08352e-12
126,24,2.75688e-13
126,25,6.8922e-14
126,26,1.6921e-14
126,27,4.07734e-15
126,28,9.63736e-16
126,29,2.23305e-16
126,30,5.06888e-17
126,31,1.12642e-17
126,32,2.44873e-18
126,33,5.20356e-19
126,34,1.07998e-19
126,35,2.18731e-20
126,36,4.31889e-21
126,37,8.30556e-22
126,38,1.55394e-22
126,39,2.82535e-23
126,40,4.98591e-24
126,41,8.52854e-25
126,42,1.41201e-25
126,43,2.25921e-26
126,44,3.48738e-27
126,45,5.18394e-28
126,46,7.40563e-29
126,47,1.01447e-29
126,48,1.32931e-30
126,49,1.66163e-31
126,50,1.97537e-32
126,51,2.22576e-33
126,52,2.36783e-34
126,53,2.36783e-35
126,54,2.21452e-36
126,55,1.92567e-37
126,56,1.54616e-38
126,57,1.13688e-39
126,58,7.57921e-41
126,59,4.5249e-42
126,60,2.38153e-43
126,61,1.08251e-44
126,62,4.13173e-46
126,63,1.2713e-47
126,64,2.95651e-49
126,65,4.61955e-51
126,66,3.63744e-53
127,1,0.338542
127,2,0.113438
127,3,0.0376137
127,4,0.0123389
127,5,0.00400357
127,6,0.00128457
127,7,0.000407471
127,8,0.000127748
127,9,3.9574e-05
127,10,1.21101e-05
127,11,3.65964e-06
127,12,1.09182e-06
127,13,3.21482e-07
127,14,9.33914e-08
127,15,2.67582e-08
127,16,7.55881e-09
127,17,2.10444e-09
127,18,5.77218e-10
127,19,1.55915e-10
127,20,4.14573e-11
127,21,1.08464e-11
127,22,2.79088e-12
127,23,7.05928e-13
127,24,1.75438e-13
127,25,4.28152e-14
127,26,1.02551e-14
127,27,2.40934e-15
127,28,5.54878e-16
127,29,1.25186e-16
127,30,2.76484e-17
127,31,5.97342e-18
127,32,1.26147e-18
127,33,2.60178e-19
127,34,5.23628e-20
127,35,1.02737e-20
127,36,1.96313e-21
127,37,3.64941e-22
127,38,6.59248e-23
127,39,1.15583e-23
127,40,1.96415e-24
127,41,3.23051e-25
127,42,5.13458e-26
127,43,7.87302e-27
127,44,1.16246e-27
127,45,1.64944e-28
127,46,2.24413e-29
127,47,2.92044e-30
127,48,3.62538e-31
127,49,4.27996e-32
127,50,4.78877e-33
127,51,5.05856e-34
127,52,5.02268e-35
127,53,4.66392e-36
127,54,4.0264e-37
127,55,3.20945e-38
127,56,2.34267e-39
127,57,1.55029e-40
127,58,9.18692e-42
127,59,4.79914e-43
127,60,2.16503e-44
127,61,8.20085e-46
127,62,2.50408e-47
127,63,5.77864e-49
127,64,8.95913e-51
127,65,6.99932e-53
128,1,0.333333
128,2,0.109948
128,3,0.0358777
128,4,0.0115796
128,5,0.0036956
128,6,0.00116599
128,7,0.000363589
128,8,0.000112025
128,9,3.40945e-05
128,10,1.0247e-05
128,11,3.04031e-06
128,12,8.90257e-07
128,13,2.57185e-07
128,14,7.32763e-08
128,15,2.05832e-08
128,16,5.69818e-09
128,17,1.55405e-09
128,18,4.17373e-10
128,19,1.1034e-10
128,20,2.87012e-11
128,21,7.34216e-12
128,22,1.84627e-12
128,23,4.56138e-13
128,24,1.10661e-13
128,25,2.63478e-14
128,26,6.15308e-15
128,27,1.40854e-15
128,28,3.15854e-16
128,29,6.93337e-17
128,30,1.48876e-17
128,31,3.12456e-18
128,32,6.40438e-19
128,33,1.28088e-19
128,34,2.4973e-20
128,35,4.74172e-21
128,36,8.75859e-22
128,37,1.57205e-22
128,38,2.73842e-23
128,39,4.6233e-24
128,40,7.55441e-25
128,41,1.1928e-25
128,42,1.81685e-26
128,43,2.66471e-27
128,44,3.75564e-28
128,45,5.07519e-29
128,46,6.55976e-30
128,47,8.08738e-31
128,48,9.48176e-32
128,49,1.05353e-32
128,50,1.1051e-33
128,51,1.08954e-34
128,52,1.00454e-35
128,53,8.61031e-37
128,54,6.81391e-38
128,55,4.93762e-39
128,56,3.24369e-40
128,57,1.90805e-41
128,58,9.89361e-43
128,59,4.42997e-44
128,60,1.6654e-45
128,61,5.04668e-47
128,62,1.15573e-48
128,63,1.77804e-50
128,64,1.37833e-52
129,1,0.328125
129,2,0.106512
129,3,0.0341959
129,4,0.0108558
129,5,0.00340689
129,6,0.00105668
129,7,0.000323822
129,8,9.80217e-05
129,9,2.93e-05
129,10,8.64589e-06
129,11,2.51776e-06
129,12,7.23334e-07
129,13,2.04945e-07
129,14,5.72471e-08
129,15,1.5759e-08
129,16,4.27364e-09
129,17,1.14126e-09
129,18,2.99987e-10
129,19,7.75829e-11
129,20,1.97321e-11
129,21,4.93301e-12
129,22,1.21162e-12
129,23,2.92214e-13
129,24,6.9163e-14
129,25,1.60557e-14
129,26,3.65339e-15
129,27,8.1431e-16
129,28,1.77668e-16
129,29,3.79169e-17
129,30,7.90904e-18
129,31,1.6111e-18
129,32,3.20219e-19
129,33,6.20424e-20
129,34,1.17061e-20
129,35,2.14859e-21
129,36,3.83188e-22
129,37,6.6321e-23
129,38,1.11248e-23
129,39,1.80598e-24
129,40,2.83291e-25
129,41,4.28663e-26
129,42,6.24542e-27
129,43,8.74359e-28
129,44,1.17364e-28
129,45,1.5067e-29
129,46,1.84493e-30
129,47,2.14821e-31
129,48,2.37044e-32
129,49,2.46921e-33
129,50,2.41741e-34
129,51,2.21312e-35
129,52,1.8835e-36
129,53,1.4799e-37
129,54,1.06467e-38
129,55,6.94353e-40
129,56,4.05461e-41
129,57,2.08693e-42
129,58,9.27526e-44
129,59,3.46092e-45
129,60,1.04088e-46
129,61,2.36563e-48
129,62,3.61165e-50
129,63,2.77819e-52
130,1,0.322917
130,2,0.10313
130,3,0.0325675
130,4,0.0101666
130,5,0.0031365
130,6,0.000956045
130,7,0.000287841
130,8,8.55745e-05
130,9,2.51142e-05
130,10,7.27353e-06
130,11,2.07815e-06
130,12,5.85556e-07
130,13,1.62654e-07
130,14,4.45255e-08
130,15,1.20069e-08
130,16,3.18827e-09
130,17,8.33297e-10
130,18,2.14276e-10
130,19,5.41849e-11
130,20,1.34679e-11
130,21,3.28868e-12
130,22,7.88513e-13
130,23,1.85532e-13
130,24,4.28152e-14
130,25,9.68439e-15
130,26,2.14564e-15
130,27,4.6532e-16
130,28,9.87043e-17
130,29,2.04631e-17
130,30,4.14283e-18
130,31,8.18337e-19
130,32,1.57568e-19
130,33,2.9544e-20
130,34,5.38853e-21
130,35,9.54929e-22
130,36,1.64224e-22
130,37,2.73706e-23
130,38,4.41461e-24
130,39,6.87991e-25
130,40,1.03424e-25
130,41,1.49692e-26
130,42,2.08181e-27
130,43,2.77574e-28
130,44,3.53954e-29
130,45,4.30485e-30
130,46,4.97839e-31
130,47,5.45577e-32
130,48,5.6439e-33
130,49,5.48713e-34
130,50,4.9883e-35
130,51,4.21546e-36
130,52,3.28866e-37
130,53,2.34904e-38
130,54,1.52096e-39
130,55,8.81718e-41
130,56,4.50513e-42
130,57,1.98756e-43
